ENTITY_STABLE_ID	NAME	DESCRIPTION	Liu_Sample1	Liu_Sample10	Liu_Sample100	Liu_Sample102	Liu_Sample105	Liu_Sample106	Liu_Sample107	Liu_Sample108	Liu_Sample11	Liu_Sample112	Liu_Sample116	Liu_Sample117	Liu_Sample121	Liu_Sample125	Liu_Sample126	Liu_Sample127	Liu_Sample13	Liu_Sample130	Liu_Sample131	Liu_Sample132	Liu_Sample133	Liu_Sample134	Liu_Sample135	Liu_Sample137	Liu_Sample14	Liu_Sample140	Liu_Sample141	Liu_Sample142	Liu_Sample143	Liu_Sample144	Liu_Sample145	Liu_Sample146	Liu_Sample147	Liu_Sample148	Liu_Sample149	Liu_Sample15	Liu_Sample150	Liu_Sample154	Liu_Sample155	Liu_Sample156	Liu_Sample158	Liu_Sample159	Liu_Sample162	Liu_Sample163	Liu_Sample165	Liu_Sample166	Liu_Sample167	Liu_Sample168	Liu_Sample169	Liu_Sample17	Liu_Sample170	Liu_Sample172	Liu_Sample173	Liu_Sample179	Liu_Sample18	Liu_Sample181	Liu_Sample183	Liu_Sample184	Liu_Sample185	Liu_Sample187	Liu_Sample188	Liu_Sample189	Liu_Sample191	Liu_Sample192	Liu_Sample193	Liu_Sample195	Liu_Sample196	Liu_Sample197	Liu_Sample20	Liu_Sample200	Liu_Sample201	Liu_Sample203	Liu_Sample204	Liu_Sample205	Liu_Sample206	Liu_Sample21	Liu_Sample22	Liu_Sample23	Liu_Sample24	Liu_Sample25	Liu_Sample27	Liu_Sample30	Liu_Sample31	Liu_Sample32	Liu_Sample33	Liu_Sample34	Liu_Sample35	Liu_Sample36	Liu_Sample37	Liu_Sample38	Liu_Sample4	Liu_Sample40	Liu_Sample42	Liu_Sample44	Liu_Sample45	Liu_Sample47	Liu_Sample48	Liu_Sample51	Liu_Sample56	Liu_Sample58	Liu_Sample6	Liu_Sample61	Liu_Sample62	Liu_Sample63	Liu_Sample67	Liu_Sample7	Liu_Sample72	Liu_Sample73	Liu_Sample75	Liu_Sample77	Liu_Sample78	Liu_Sample79	Liu_Sample8	Liu_Sample82	Liu_Sample83	Liu_Sample86	Liu_Sample87	Liu_Sample9	Liu_Sample94	Liu_Sample96	Liu_Sample98	Liu_Sample99
Bindea_NK_Cells	Bindea_NK_Cells	Bindea G et al. Immunity 2013; PMID:24138885	7.97684869856033	8.08382667771777	8.71565573323669	9.34556687789867	7.48895964952324	7.94328070026438	7.60300045684512	5.683557396243	8.1830731002743	8.8698743479236	8.69968930390124	9.13776983662264	9.02133383754892	8.03209683970955	8.27672365563262	8.94999987712821	7.96810344711359	8.51316968540507	6.01104972573117	8.80152183166287	7.18312678267232	8.62501807813943	7.9520657559711	8.00457978040312	7.71434182039935	8.13860546182039	7.49451584951082	7.29890541467608	8.4283946647815	7.87306561414892	8.20365790142837	8.07576586458476	8.31690050199529	7.44462246539599	7.94722512871471	8.19635650412982	8.37392115354085	9.19435758809112	8.31327173058964	8.74473658874211	8.45380780788285	8.63508896762579	8.33327114401085	8.65520186282929	8.32891844858308	8.1341071773241	8.39814886830012	8.63410701963301	7.9360633317896	8.8559538635937	7.81325900182667	8.63276870680317	7.35681934383138	7.07703592311126	8.7027362829125	8.81491666597141	7.39992729776415	8.39713896737335	8.19668230223055	7.60924060612347	8.04971862824505	8.46087093693569	7.99884995225507	8.97263638680609	8.73472615726071	8.51889401986564	8.58369300115844	8.87010344703911	8.37772208516861	8.53789199301472	8.36981452239563	9.18110894757308	8.60248253265799	8.19932585328454	9.47510708838673	8.0650592943349	7.17876188257927	8.37019347071002	8.63870424113533	9.05666047850472	8.17649088337841	7.76081616557443	8.11060706647407	7.83930218454356	9.05251122738525	9.78030635077008	9.14305506244934	8.45806478287339	8.35828558222509	8.68077629305453	8.61482861382553	7.39395416775579	7.90871015142907	7.69487643925582	8.28091861541951	7.83185141353858	7.26822058938454	7.31236548857834	8.66078839726788	8.68657691098528	8.57188185698329	6.84092094169093	8.74458188299296	7.43074449951182	7.05996556411214	7.67406452651122	8.47837349617199	7.79531493864046	8.87180506119623	8.41194623972693	8.58735613919217	8.70216972443343	8.54509818519479	7.60963698549983	8.62789558629184	8.44636412586286	8.61282648296506	9.22521526038527	8.12277956843802	9.32428784628956	8.35834458372478	8.23224965058841
Bindea_Neutrophils	Bindea_Neutrophils	Bindea G et al. Immunity 2013; PMID:24138885	5.44340667852611	6.59629878493696	8.42083873992592	7.0716849051838	2.80654398485955	7.3857470490128	0	2.7584669671797	6.63110628739097	6.87903167761519	6.11320921158165	7.6286582580369	6.38076191710058	6.96590611708083	7.10525348099165	7.57601357176492	6.71157041314444	6.79391469213502	5.36186726970849	8.16808980511485	7.42590654316604	8.3511275697514	6.54502899493645	7.7954512232201	7.13635891930435	4.98430343810127	4.50453561229179	5.60900644457924	6.97172546628463	5.49152631038577	7.31112199533269	6.70337959370845	5.0661723365093	6.21710428994522	8.12985128813889	6.09009782585297	5.5519929938161	6.84793345007335	6.46344846132034	8.07432698542189	6.18537326757264	8.4305234464537	6.2070818986156	5.89558627070682	7.16475731543669	5.28890920165786	7.63791875265542	6.50296617347566	6.51922433606143	7.00542922134803	6.57013871472657	6.86698184013163	7.39892964941185	0	5.2675818822007	7.21891602305586	5.03883537729815	6.17332446595232	5.90310386414798	6.11124702786633	5.54633929833556	7.24930151737081	6.83250024913233	7.53275485603873	6.78073957154169	5.88840204231805	6.66864728986197	6.71293621219387	8.35437046493171	6.79351223446612	5.86020342041933	7.536797292447	7.12262789623384	8.03019137511966	8.00325784895995	5.16079001444135	4.68178410206775	6.68769942826606	6.93440244260928	5.76775066572317	5.5621133741201	6.18329140572679	6.04349535093254	6.21442361755443	8.32872166949151	6.71684513580791	4.83492410682313	6.63903917347695	7.35541909567303	5.45186542086469	6.07866845398386	5.46480323254315	5.40605985581651	5.56184443859449	7.14397512112987	5.1598957891187	4.52902090509067	6.43201342296471	6.88159552529018	5.07469310994367	6.51652174275169	7.26963649474919	7.85749777974079	4.9976990504633	5.48908806675191	5.82100507773748	6.19214909494133	5.55929656889598	6.26480242981646	6.29753119826413	7.99406417148513	7.58265240052675	6.28506357350205	5.60108573232123	5.44379775545936	7.18760392257475	6.56165245768875	6.19315413765768	6.60516763688847	7.14022989448107	7.6829440490763	6.69093059475957
Bindea_TCells	Bindea_TCells	Bindea G et al. Immunity 2013; PMID:24138885	6.76536212863743	7.46954794718889	10.3395192932196	6.67445980927256	6.0685916184159	6.89415041037323	0	0	6.2689049013475	8.01846716835678	6.05533990742257	8.0152810179534	8.6681998181375	11.493126593706	8.52954027072211	7.12861604842731	5.41376721022253	7.77688020490809	3.8961885891513	9.14759453209974	6.89936253263173	8.55422259912988	6.94843854303328	10.0368924678612	6.49403344926613	4.37168081527128	1.31109642317997	7.05784731322697	7.6672966072598	5.04640601123668	6.50638032769965	6.54543913786818	4.91674413798048	5.71731324547706	8.78812639853429	7.66942639206222	6.83382408197001	5.82282550112459	6.25575727137715	5.45773744174396	7.2655654478259	7.56227544780263	6.78124356418741	7.18804433051293	6.2665428186044	3.35241029998767	7.58225531426248	5.99367824169895	8.08798736693352	8.49486116385805	7.2918324939972	9.52768646794189	5.96348866307104	3.79562129327517	5.30809127366206	8.49803539350389	7.68931090778493	5.86612991539682	7.54932423719076	7.36595772514746	5.75677011745975	8.25990948167902	6.99855887332108	8.37861961505158	8.1920427888645	8.24299196207661	4.56993917419983	3.0439958188868	7.92459861722458	7.79496104585209	2.17045932740424	7.93511236645509	7.17045971192829	5.34429350477709	7.77604493002948	4.70454223750448	3.43933323140097	5.44105459519892	6.23026005564541	7.9595097794555	7.89995866600698	8.17258982911048	6.00730737855333	5.34490431521247	8.77645117296246	7.16950788072622	7.58667735544921	6.66208245835631	8.80079903800239	6.89004829645119	5.91939415415471	5.60642275406284	6.53261578965921	9.25316394836497	8.02805552539273	5.20424434162212	6.24907088938584	6.10576013178944	8.71336956494256	5.04960322914935	7.32563864306449	7.26963649474919	7.15967186583897	6.2456335507	5.37568430681485	7.21989877711819	8.53377412512812	6.43233308538151	8.46715824132945	7.88161732639379	7.75478591216654	8.33889895696234	6.15105723967781	4.32664311921002	3.95767163806925	10.3523335874951	9.50798535052994	6.51000358576132	7.84761678593566	6.16936673545884	8.72061266841305	7.28021970096621
Bindea_TFH	Bindea_TFH	Bindea G et al. Immunity 2013; PMID:24138885	7.91844360244835	7.81567145520043	8.93228119813569	7.82794530862405	7.31708038033614	7.40101308073014	0	5.71675430834123	7.82865289669882	8.28061130644852	7.62691424009406	8.40368975571652	8.33982462038054	9.54511475055395	8.18987289020526	9.0428695158929	7.57097699064379	7.71687451252179	6.41092799524357	8.45730256727484	8.3243272746045	8.45399190016015	7.55782026404577	8.22113714737136	8.77125396945535	8.10061741247011	5.53277233783379	6.46254019067006	8.32537732161578	6.64303376754831	7.08755978050056	8.28429204866436	6.59361101688975	6.87850700762037	7.68617792625352	7.83670489964792	8.63580673637729	7.50335939244135	7.82135464423581	7.57174875259901	8.15340189412578	8.31084453596839	7.22692451513107	8.53850120613873	7.55415421842051	6.79832829590526	7.90748983120572	7.93033781703563	8.32244498299252	7.81656194079024	7.94339482738151	8.32331128893378	7.94559930114053	4.7154705646985	7.24413005596306	7.7455870783798	7.60250806774002	7.12592193656044	7.82614118794354	7.57741944696474	8.00200329460479	7.86206540217547	8.00984629518626	7.94045660697678	8.52244837534636	7.57002917816906	7.63229786977889	6.81754925924761	7.0850413423914	9.16482737750774	7.83404330462137	8.31287988023487	8.34746662733093	8.14134842568631	8.27351478346821	7.44397368188217	6.81834889812211	8.61884921744613	7.53942983115338	8.32165272222248	8.17994758271554	7.13152015656847	8.13760690974132	6.96664365606076	8.04719923166979	7.81561245457163	7.37070989090605	7.83597745679272	8.49099420802463	7.84230544026477	7.93220448685456	6.46552476955435	7.13052092083456	7.31578513909089	7.84953660397661	7.38338219571143	7.36203621783246	7.61070807666503	8.71682901443954	7.13823256726893	8.09845514217831	6.33173126991772	7.30416377653333	7.39260103065383	6.99514267747608	7.98650702550776	7.64169967694794	7.98621157707612	8.0023107694387	8.51936980961571	8.21321411343888	7.80835450390917	8.27820473697997	7.06053007724725	7.5379932513452	9.32346157345297	8.3939910629928	7.24467503475763	8.36889691021017	6.5234433447413	8.9729079969831	6.94671603987027
Bindea_THelper	Bindea_THelper	Bindea G et al. Immunity 2013; PMID:24138885	10.8135520405912	10.729917100228	10.6920760530125	10.1755003752238	10.6783042652715	10.6540903701121	9.15203440159147	9.23848175494185	11.0177902230724	10.1253775449551	10.7367205182274	10.7134382334709	10.4677803426069	11.0475403469526	10.5844051740054	10.3554500328074	11.22077766489	10.7638736484071	10.0661573433756	10.6105643911693	11.0052066507275	10.940460591101	10.853243215392	10.8025569414053	10.7572889840472	10.8250859628561	10.5265983434044	10.6310315559679	10.3933826621052	10.1269236946671	10.6122523037986	10.3103882731809	10.9168825455323	10.5046177962065	11.0440953611319	10.7430525892745	10.6593309376331	10.4163279301989	10.1349363250979	10.6644267208471	10.6012550812467	10.5769879012535	10.813272248983	10.6118970715599	10.4334803982362	10.6330788364351	10.8220305154223	10.6791128567524	10.7411305803714	10.1875657023176	10.5257374653078	11.095156633688	10.7772410045385	10.2031429938408	10.9300263729418	10.6581313711362	10.3428008157824	9.69062633076416	10.6670671780768	10.4551954505393	10.7024971601737	10.0987688349649	10.7563404607007	10.5792973120329	10.7183137007062	10.3944121634526	10.4836376270407	10.3109954084206	10.5708825832867	10.4234509342188	10.0348408454517	10.467578575424	10.5669056085262	9.94421501522016	10.7982668401972	10.5190266438585	10.2598312752569	11.0772541184877	9.91581899456156	10.6763170437964	10.815052353133	10.6046732482331	10.2743213083597	10.5916218117639	10.6447592549639	10.8409866801966	9.5879855648818	10.7645951858994	11.034993860598	10.5300125565466	10.4909458201243	10.6620525038642	10.532543855013	9.89758863445772	10.1948218717983	10.6832380133843	10.0119701241175	9.73418161328223	10.5296303744687	9.85544960422745	10.4690819875336	9.69791531672555	10.7770222525006	10.2734749442929	10.4605665854852	10.9195978010507	10.4951808099984	10.4652432032306	9.74192176733287	10.813990390921	10.7233786047073	10.3748169404875	10.8453122290402	10.0519087317522	10.484805121552	11.1082119299113	11.2127819794393	10.3455421846659	10.9804776484266	10.1047541442386	10.9669643141618	10.4501737269054
Bindea_TReg	Bindea_TReg	Bindea G et al. Immunity 2013; PMID:24138885	3.51336670653157	5.68875310109048	6.76094042152196	3.17145026416664	3.81046005326168	4.51825717408482	0	0	4.69870683417835	6.72087287432183	4.96013487536181	6.89840714086766	5.46395704477405	6.81239953162269	6.11820948864699	5.58672942689535	3.80555872609831	5.13143364187757	4.31443895389712	7.23840473932508	5.34915053007474	6.47549820844847	4.48670334630505	7.92397831875288	3.65002219625748	3.86763900287833	3.04223032707471	3.42435028201566	6.51728790241828	1.70188933648061	4.84127060117673	1.15901174445393	3.22358514032746	2.56119433478821	6.12118318260806	5.92645998931342	4.97214055054331	3.62597886329015	5.29666501290345	3.8221242810553	5.90980597478574	5.35228351235919	3.57279056293704	4.6810737719683	5.38012859071605	2.03928599454347	6.5079859155969	2.05874141768915	5.63750846241464	7.32580476113652	5.29160130865397	8.18322555074188	4.73447266612481	0	3.50169703611245	6.11769750158622	0	4.24356285455978	6.9584896729769	5.39740340590109	3.25404662530499	6.01187481369118	6.21220828843778	5.73979277830313	6.23724565769923	5.82185029157468	5.20562515004639	4.60283203153777	6.17112138578293	6.27541306206493	4.52272450332454	5.61645065122251	6.37592834112864	5.09546222636609	2.71008893418613	3.78730917596097	1.61140675566423	2.73799051622531	5.91406675028659	6.31782535513562	6.50076919230634	4.55167008048293	5.14668937545865	4.60000759493491	5.79460896513175	2.67179386415043	5.1089281814131	4.24792751344359	6.33707387119955	3.02295502709762	5.62862999284658	4.36619840354152	4.53524565665373	7.14120515557283	7.04802847342094	3.20339774179151	3.32322723503899	5.1508468080555	6.64072368194319	0	6.99203483266043	6.33173126991772	6.42087635633	6.91476657164739	5.51079089265862	5.79940806780156	5.18102097193073	3.88958543448466	6.70893843715473	5.31004278193775	6.46873433825858	4.54898786698513	4.37312069442447	0	3.85792933469604	6.94871348670628	6.93548219111586	3.67315268424294	5.86106449723976	4.99951629796824	5.69828401666042	5.6490154419333
Bindea_Tcm	Bindea_Tcm	Bindea G et al. Immunity 2013; PMID:24138885	10.5005402939765	10.4288877927217	11.0785691849442	10.6284160501557	10.3295145500272	10.5643730316008	9.32586331958688	8.7831326047575	10.690994051362	10.2682363949805	11.3886544368713	10.4871424724342	10.7481391494872	11.6873314449209	10.9172296021923	11.1118800543949	11.4118348702921	10.4306937268015	10.7233701393945	10.6874724516747	10.9533549704335	10.5763380551594	10.5236470182295	10.4429525999966	10.9052892563037	10.7940374720765	9.64009717470756	11.1110450436466	10.9560876201386	10.145390480857	10.8439146686883	10.1156572069016	11.0135688557559	10.427939851022	10.5512515817962	10.8058030201212	10.8326154311401	10.8605545994315	10.2323319545477	10.9310866418115	10.0414349370258	10.5149180782244	10.4819226850373	11.0416311843853	10.5093394252114	10.0583336147081	10.0117198283875	11.1375805918116	10.8696071152105	10.2919996196135	10.5834742655617	10.8039339159844	10.9487156618379	9.66323159899953	10.9320008189859	10.5392069564281	10.4772320027857	9.79659438253202	10.5209063802704	9.91077337741443	10.9812680011142	10.4449674645438	10.475255374892	10.7988442483388	10.8268173807769	10.6531033742071	10.0734697057372	10.0205278812335	10.8388620901021	10.386568955491	9.94213223196932	10.6391645411213	10.9328512753913	10.1505346473708	11.1654467406112	10.0791332066819	10.7294439893895	11.3726237778643	9.21928315024009	10.8536625297256	11.133618219573	10.4864957504848	10.559525592856	10.2061600498202	11.2601433374428	10.7263563272323	11.0956597159162	10.6320868583642	11.4175478136039	10.5480095532109	10.7415408577146	9.79187317226738	10.3165691393572	9.43354928282143	10.3553139922936	11.4392668681547	10.2485855510677	9.83565842601806	11.01210317675	9.99128297895184	10.3582624876511	10.9924497182189	10.851185880826	10.6546829767711	10.129531444041	11.4177345360876	11.0107598891075	10.9247155360469	9.77790796413414	10.0867432270569	10.5494331832835	10.523776401159	10.3354814022735	10.6602974954974	11.3340364859496	11.4319964014377	10.8561092138758	10.7273569203074	11.0094142295011	10.2774792292439	11.101992458981	10.7478542403963
Bindea_Tem	Bindea_Tem	Bindea G et al. Immunity 2013; PMID:24138885	9.14966644661814	9.96842083460119	10.1499760055326	8.69702627744791	7.77577604671994	9.42220132165767	0	4.243152631881	9.23540771812104	9.38831591528556	10.1128599363175	10.8658418824523	10.2382408086821	10.5920970025316	9.71757526254203	8.76561274463515	9.86046134262998	9.02161496642109	7.80721373791378	10.863799848138	9.42474199824041	10.7578763051389	8.43786537729717	9.9305654469572	9.23310196942525	8.16727605689817	6.75431266439509	8.31336873137457	10.2155141877097	8.41846451976317	9.91255722798727	8.53493792028858	8.29606713583139	9.33268563228413	10.8233334428679	10.340641332196	8.61402302981241	10.2674484350791	8.64460515568195	9.67787152182416	9.72108244716733	10.0536873598728	9.28451367938228	8.90748844454393	9.28882186176734	7.23170297043413	9.74962158743797	8.93561990152665	10.2438153528323	10.0204618224666	9.62302281150459	11.310783135961	9.23696554599234	6.73701207199489	10.1715840845668	10.6237797030451	9.49226970955	8.38686463542506	9.7612982833703	9.32676276367047	9.26110321656785	10.2193145452427	9.00951564264091	10.5792973120329	10.1674663534858	10.1163569737257	8.42734498125691	7.46875705049726	9.79395232137146	9.77777696548265	8.34489312947899	10.3334678004696	9.57175042689102	8.80377288415128	10.7662785574439	9.38375154223231	8.81747520657167	9.1380547377823	7.52582152938641	9.91737732657911	10.2631359077964	9.93704214819219	8.48656342544509	8.02524216453622	10.5758876789559	10.6075941934353	9.93119419091112	8.48784003382305	11.435792358484	9.59412086193743	9.35803890266975	8.33809411069329	8.73354564068603	9.20444591059068	9.45933998680815	8.2614802822308	8.89777279308485	9.73418161328223	10.7682032734489	8.43226141747183	9.70148958857752	9.26358931317474	9.743987112383	9.24111939329855	8.4773754073653	9.53857244919913	10.2559058439565	9.07687975672542	9.17819985985272	10.3423417177835	9.8740718030042	10.1275378662775	9.17143151552628	6.72212717464342	9.93391887895278	11.1306379619119	11.0792888239919	9.62834893544446	10.6371653923717	8.94966500571251	10.7925924757427	9.37400992931233
Bindea_Tgd	Bindea_Tgd	Bindea G et al. Immunity 2013; PMID:24138885	4.23118153867642	3.09184690085065	6.64182497176482	2.30154846138737	1.84041995901942	3.41992962247647	0	0	2.36714661695678	3.14351400068314	2.75459898247868	3.36545579117954	4.08767829524372	6.41394835653308	4.08480639344351	4.25027057599305	2.62098120930181	5.80838499793893	0	3.76427502552294	3.50236368744591	3.98725783943689	0	6.69644985275352	3.20156777315006	0.33505354489031	0.42567233822972	1.52671278900526	1.85586189350942	1.51873110118711	4.86834446936692	4.72245093821301	0.473097285902794	3.1295978645908	4.399994837307	4.91413660883622	1.79709760606294	2.61346935956279	3.16362270804187	1.49486648815389	5.26640483156543	4.77697123976564	3.99659755041865	5.99833222126548	2.61390146194348	1.14462592627762	4.91428888072601	1.33835972234963	3.93857650322925	3.67861020524277	2.4371461863625	5.23311600457199	3.63184520230463	0	2.04045689048651	3.62399170607234	0	0	2.65002379106442	4.80046045362357	2.68589235560686	2.72202255562897	2.86256317896299	4.42546691769538	4.22881587195989	4.2717550104306	2.68393101920988	0.758997970350415	2.84071130299178	3.9589433898509	0	3.43381874330884	3.10960865669023	2.18607689337214	3.82702308437251	0	0.51757647020351	2.02893507650645	1.33800228543061	3.83281763085762	4.56758199802762	5.65274697574431	0.907560337359715	0	5.53770426449683	3.49994991759498	4.03386182234659	2.24058487730874	6.60122903775774	2.68341918728704	2.32705467069379	3.56591868638928	3.6122405455245	0	2.04341545780878	1.9961821040662	3.32322723503899	0	3.42035605870064	0	3.49824437465715	3.16586563495886	2.4452233678054	4.03009946759029	0.61674506510989	3.73630037204543	4.84720656614169	3.18494507662793	0.88480940574248	4.2534559715458	3.36901243397079	4.97246508109118	2.06534005649137	0	2.78958538577385	6.02242911634156	5.81013431746	1.81189829698801	5.25897523394463	3.24918451466977	5.12030852064202	4.79734573410902
Bindea_Th17_Cells	Bindea_Th17_Cells	Bindea G et al. Immunity 2013; PMID:24138885	1.84990102691708	0	2.98775906795518	4.55007914855714	0	0	0	0	2.85642747157719	3.59875355729529	4.99224800509737	1.75100463093933	4.22087618888907	1.42640554885979	2.85294989933118	6.7825375153962	0	4.42164934723744	0	4.80338601985466	0	6.10771310552744	0.688847362110831	2.49854774890368	2.64422743447135	1.47174581546358	5.62207832099251	0	4.44846050081629	4.78599790627772	0	2.84101110446907	0	0	4.83996853831807	3.61902343217007	2.57216121849807	4.56639826435173	4.67083998344633	2.05470060011711	2.02076953570141	2.61870995473583	0	2.2786038153381	0.547838474701616	2.99971975642172	3.15312358141432	2.97455837007844	4.55545244791283	6.91376170121833	4.85753787780388	6.0327261252905	3.3500604779085	0	1.84066712006258	3.41662366934114	2.7792808382749	6.20880194817512	6.88078133552875	3.40181857127439	0.828954948220383	6.07900078064643	1.48468471639846	2.48538051566495	5.38260962420103	3.7385580186855	2.17076769652224	3.36732173370487	0	2.36612142943073	3.96880672142967	5.81897522404247	2.83871718369478	2.41386642785708	4.53446502090614	0	0	3.0979263786068	3.18368553536341	4.49562333139213	5.44036028039087	0	0.879415794692869	0	4.51109688097581	8.62883719921211	1.46658332170964	5.53397857200235	3.77169970322665	2.019698014697	8.05526220204412	0	1.37004557263805	0	4.85743308914738	0	3.32322723503899	0	6.18152490919909	5.14743568767992	3.23567861173355	7.76094670905793	0	0.877159723465186	0	2.97021821781703	9.29313022155874	7.13788783667198	0	1.26677007347205	1.80817050245925	1.5197491549522	1.97153076202192	0.771115816017129	8.43793676092923	3.15463802354112	4.21116208792865	3.82159261223199	4.54376557884812	8.06279392017077	6.22570571183888	0.947036238013846
Bindea_Th1_Cells	Bindea_Th1_Cells	Bindea G et al. Immunity 2013; PMID:24138885	6.1027340887216	6.87992473411633	8.44854400205522	7.23627471680205	5.36986699711521	7.10185632652753	0	0	6.52569431200726	7.4462402527169	7.0598580694639	7.67574446548463	7.29353025255538	8.39791436482378	7.25874431880742	6.99099125119625	6.38678575196734	7.70184828121647	4.73872291026973	8.01509334538549	7.01262331122925	7.82095433554702	6.975527029072	7.91288933622996	7.46273720698313	6.3456083685247	5.79920023671973	6.73744833466375	7.17886747468205	5.92421038214526	6.98417702599759	6.50798835207803	5.35232407241455	6.88003362736466	8.17372522472013	7.34340381164205	6.24624960969221	6.29203635203805	6.83020221535266	7.71598543998527	7.22711297933539	7.24836203744754	6.50649810751223	6.81647640416615	6.76316252225966	5.47719514706869	7.34752567812427	6.63924285585915	7.48193949418402	8.00796582284738	6.66546249714058	6.99609312808679	7.66046529224272	3.12630531714507	5.69419483866663	7.19836963089861	7.16954248053292	5.74501251625788	7.2274589894106	7.01379347295971	6.31136160639028	6.83205912346014	7.02122213824183	8.241974608724	7.33584090653881	7.15208349319377	5.66992225847279	6.66749747125483	7.70046114754069	7.33452851864839	5.03379733144203	7.56635689455349	7.16554904178182	6.95019554897095	7.72558816665964	5.55124237825497	5.16765649967899	6.84116667596234	5.88145618865798	6.47052259186172	7.09705569307519	6.63583557475526	6.03675664415151	6.67431838171367	7.53517179888782	7.63247708487532	6.39049693738674	7.42905796959378	8.30598097627468	7.57296028915377	7.16993165089429	5.86543923910637	6.4093113684488	6.33118253889981	7.11678001363011	6.76517300256805	6.4360549658546	6.6983100558374	7.97462604363033	5.84996250190952	6.96984409399858	6.61236590364691	7.88838142301448	6.77844825627126	5.6336825454824	6.74519186172424	6.75717663950412	6.53712799733123	7.38599230411996	7.26280093537364	8.05642434838583	6.68334390005912	6.57333433930225	6.68297834647483	5.83478114344211	7.89161562410744	7.52909757402815	6.3437692174947	7.69468084962122	5.1763589129867	8.38331151984071	7.69991540411308
Bindea_Th2_Cells	Bindea_Th2_Cells	Bindea G et al. Immunity 2013; PMID:24138885	8.51827099133085	9.41628745738548	8.89220896918256	8.09486833171251	9.05968974831593	9.48261000876693	6.94707451479694	7.32454690930109	8.36203727298578	8.26826315201302	8.89678453719958	8.26920392051328	9.20355198058338	9.29352718036599	9.003504273077	8.87773549897606	8.84077747836354	8.30625537918007	8.16586155434724	8.68806897699781	8.86709161560086	8.98951770400095	9.40378844725518	8.95738237422568	8.84823369244676	9.00255434126232	8.52201464882639	8.82638032467721	9.3031683404936	8.64364432500864	8.67386011266163	8.91052999248362	9.35543316978411	8.40129868887909	9.25791797216406	8.74800475036509	8.15315929094273	8.43837328649391	8.56302450524147	8.62841523104027	9.06329835803002	8.90767394040622	7.72807240365751	9.30222815004133	9.68445410190213	8.85997647153707	8.34299064571524	9.1167698781175	9.44313340789326	8.39415878019542	8.80709118412127	8.75118181969607	9.55314398993416	8.36068388520129	8.85729930301486	9.02079088465491	8.30806762406458	7.06590500461919	8.40144650317789	9.06938394096952	9.09077638955802	8.49895312586216	9.69146276598131	8.99164618323061	8.41790665066784	9.29847826807601	9.25343686856041	9.47869137730915	8.9889530624143	9.07723195644247	8.88312938762296	9.38980818512952	8.95132273986873	8.82622432544317	8.73488510252816	9.03788167462092	7.70723221771996	8.43245731148945	7.99418550898383	8.97773764426582	8.78826662552197	8.0709293925589	8.35046895223846	9.580019511536	8.42913006430018	8.11395954152268	7.37629874448224	8.49166613523959	8.94954249832852	9.08603416298368	9.11388630283927	9.45811608316814	9.31660239779677	7.59830836351393	8.8668448604774	8.01377804520904	7.36794228334884	8.48029531699201	8.92059848788022	8.96838289565272	8.85798402235482	8.62461795578112	9.67850265109631	9.42793976822435	9.01084937882902	8.97130970709858	8.90290849416786	8.87650619514848	8.69887957050003	9.20269821226711	8.89101089393453	7.98940833433398	9.03432347193904	8.31399855615216	8.58759810304628	8.96153620437692	8.82090180427208	9.35857025567958	9.59951605650156	8.69864751553299	8.66210138688983	8.88115143470911
Bindea_aDC	Bindea_aDC	Bindea G et al. Immunity 2013; PMID:24138885	5.22753175722718	5.9625471306891	7.6208836761138	4.39395157116044	2.9495809425248	5.2298176138807	0	0	5.73969845120144	6.12752220552358	3.76677172904365	6.33365511221314	6.36409172851502	7.47747528694009	7.38349591930071	5.85011160868475	4.85872911349404	6.8249244361064	3.62502126750233	9.22891116798323	7.66362018618907	8.79822885317611	4.86551181353547	8.99652275521575	5.79741973193672	1.75050544938961	1.38314493126144	3.9956040251165	7.76854338916114	2.57463147033961	5.63494827633165	4.74920847936033	4.06654748189456	3.43348316659966	6.93571337860648	6.34226032011203	5.09658013629153	3.20971542529336	6.78916501403363	2.51900367409471	4.78150046198883	6.51771439215321	5.43410550791928	5.91461371467289	5.26353756765014	2.68761129170926	6.19468843984582	2.76654201961812	6.63661101874628	7.57733840693845	6.36500896335228	8.46863604939701	5.08091837991919	4.25105530879531	5.85298500438933	8.48546231300763	5.39422956113396	0	5.56058205455813	5.84446926902781	4.73450033459141	6.88013898503137	6.93195536725487	8.35978118516232	8.48864228311872	6.21559757088487	2.83382138536291	0.950068743158998	6.74249417132173	5.49341176991897	0	6.39540973539418	6.84355653179044	4.75349946130801	6.45088905665315	4.25874466417416	1.01987849443329	0	4.1020287454854	6.76546027420877	7.65339660451202	4.74989547281971	5.33851782939935	3.61480060477272	7.62983248541408	4.99504163900456	5.37727371223393	6.10852445677817	7.66910381115152	5.02539297005496	7.37343293436316	3.14556203877316	6.07812020798125	7.55713079132677	5.23269854812431	3.9420167589625	3.08873651930684	4.61516862909318	7.43293191590729	0	6.16180323790911	6.11232102486625	6.33107349461595	6.23785534236851	4.41076645987854	5.11108281567193	5.80001205321974	5.46236209599598	6.83608838927873	6.81755536112391	7.96788288251482	5.63089202818004	5.36370736517153	2.87956908085009	2.04098526412453	7.92537558895845	8.55639514935516	4.4878847303421	8.51078689187536	4.32699184424328	10.4321761771935	6.49313652076506
